Measure,Industry,Region,Quarter,Value,Flags
"Total earnings","Transport, storage, information media, and telecommunications","Wellington","Mar-11",229343800,
"Total earnings","Transport, storage, information media, and telecommunications","Bay of Plenty","Mar-11",67365900,
"Total earnings","Transport, storage, information media, and telecommunications","Northland","Mar-11",26113600,
"Total earnings","Transport, storage, information media, and telecommunications","Gisborne","Mar-11",8129200,
"Total earnings","Transport, storage, information media, and telecommunications","Auckland","Mar-11",735177600,
"Total earnings","Transport, storage, information media, and telecommunications","Waikato","Mar-11",82456100,
"Total earnings","Accommodation and food services","Otago","Mar-11",66914600,
"Total earnings","Accommodation and food services","Southland","Mar-11",16271500,
"Total earnings","Accommodation and food services","Northland","Mar-11",21192700,
"Total earnings","Accommodation and food services","Bay of Plenty","Mar-11",44358400,
"Total earnings","Accommodation and food services","Auckland","Mar-11",239307800,
"Total earnings","Accommodation and food services","Waikato","Mar-11",57491200,
"Total earnings","Accommodation and food services","Gisborne","Mar-11",5403000,
"Total earnings","Accommodation and food services","Manawatu-Wanganui","Mar-11",29573400,
"Total earnings","Accommodation and food services","Hawke's Bay","Mar-11",20712300,
"Total earnings","Accommodation and food services","Taranaki","Mar-11",16263900,
"Total earnings","Accommodation and food services","Wellington","Mar-11",86652100,
"Total earnings","Accommodation and food services","Tasman, Nelson, Marlborough, West Coast","Mar-11",38682600,
"Total earnings","Accommodation and food services","Canterbury","Mar-11",101051600,
"Total earnings","Retail trade","Southland","Mar-11",32738100,
"Total earnings","Retail trade","Otago","Mar-11",76486900,
"Total earnings","Retail trade","Tasman, Nelson, Marlborough, West Coast","Mar-11",62516800,
"Total earnings","Retail trade","Canterbury","Mar-11",198368400,
"Total earnings","Retail trade","Auckland","Mar-11",483042200,
"Total earnings","Retail trade","Bay of Plenty","Mar-11",89711500,
"Total earnings","Retail trade","Northland","Mar-11",46324100,
"Total earnings","Retail trade","Hawke's Bay","Mar-11",50132200,
"Total earnings","Retail trade","Waikato","Mar-11",128123200,
"Total earnings","Retail trade","Waikato","Dec-10",128764800,
"Total earnings","Retail trade","Hawke's Bay","Dec-10",50629300,
"Total earnings","Retail trade","Northland","Dec-10",46504400,
"Total earnings","Retail trade","Bay of Plenty","Dec-10",90223300,
"Total earnings","Retail trade","Auckland","Dec-10",502851400,
"Total earnings","Retail trade","Canterbury","Dec-10",199019700,
"Total earnings","Retail trade","Tasman, Nelson, Marlborough, West Coast","Dec-10",61754600,
"Total earnings","Retail trade","Otago","Dec-10",76357300,
"Total earnings","Retail trade","Southland","Dec-10",33240300,
"Total earnings","Accommodation and food services","Canterbury","Dec-10",99482800,
"Total earnings","Accommodation and food services","Tasman, Nelson, Marlborough, West Coast","Dec-10",32088400,
"Total earnings","Accommodation and food services","Wellington","Dec-10",88583200,
"Total earnings","Accommodation and food services","Taranaki","Dec-10",16238900,
"Total earnings","Accommodation and food services","Hawke's Bay","Dec-10",19870900,
"Total earnings","Accommodation and food services","Manawatu-Wanganui","Dec-10",29733800,
"Total earnings","Accommodation and food services","Gisborne","Dec-10",5123700,
"Total earnings","Accommodation and food services","Waikato","Dec-10",54210500,
"Total earnings","Accommodation and food services","Auckland","Dec-10",239805200,
"Total earnings","Accommodation and food services","Bay of Plenty","Dec-10",39934200,
"Total earnings","Accommodation and food services","Northland","Dec-10",18479400,
"Total earnings","Accommodation and food services","Southland","Dec-10",15343500,
"Total earnings","Accommodation and food services","Otago","Dec-10",59813800,
"Total earnings","Transport, storage, information media, and telecommunications","Waikato","Dec-10",91293000,
"Total earnings","Transport, storage, information media, and telecommunications","Auckland","Dec-10",725526900,
"Total earnings","Transport, storage, information media, and telecommunications","Gisborne","Dec-10",7718700,
"Total earnings","Transport, storage, information media, and telecommunications","Northland","Dec-10",28170400,
"Total earnings","Transport, storage, information media, and telecommunications","Bay of Plenty","Dec-10",69343300,
"Total earnings","Transport, storage, information media, and telecommunications","Wellington","Dec-10",226766200,
"Total earnings","Transport, storage, information media, and telecommunications","Manawatu-Wanganui","Dec-10",46157300,
"Total earnings","Transport, storage, information media, and telecommunications","Taranaki","Dec-10",33279900,
"Total earnings","Transport, storage, information media, and telecommunications","Southland","Dec-10",30228300,
"Total earnings","Transport, storage, information media, and telecommunications","Canterbury","Dec-10",209996100,
"Total earnings","Transport, storage, information media, and telecommunications","Otago","Dec-10",53497600,
"Total earnings","Transport, storage, information media, and telecommunications","Hawke's Bay","Dec-10",30978600,
"Total earnings","Transport, storage, information media, and telecommunications","Tasman, Nelson, Marlborough, West Coast","Dec-10",48509400,
"Total earnings","Financial and insurance services","Bay of Plenty","Dec-10",30491300,
"Total earnings","Financial and insurance services","Waikato","Dec-10",45241400,
"Total earnings","Financial and insurance services","Auckland","Dec-10",616479000,
"Total earnings","Financial and insurance services","Northland","Dec-10",14674300,
"Total earnings","Financial and insurance services","Southland","Dec-10",12240500,
"Total earnings","Financial and insurance services","Otago","Dec-10",27469400,
"Total earnings","Financial and insurance services","Tasman, Nelson, Marlborough, West Coast","Dec-10",17076400,
"Total earnings","Financial and insurance services","Gisborne","Dec-10",3319100,
"Total earnings","Financial and insurance services","Taranaki","Dec-10",11975500,
"Total earnings","Financial and insurance services","Canterbury","Dec-10",102116900,
"Total earnings","Financial and insurance services","Wellington","Dec-10",244570900,
"Total earnings","Financial and insurance services","Manawatu-Wanganui","Dec-10",24542900,
"Total earnings","Financial and insurance services","Hawke's Bay","Dec-10",16989300,
"Total earnings","Rental, hiring, and real estate services","Gisborne","Dec-10",1454700,
"Total earnings","Rental, hiring, and real estate services","Hawke's Bay","Dec-10",9786500,
"Total earnings","Rental, hiring, and real estate services","Bay of Plenty","Dec-10",13495200,
"Total earnings","Rental, hiring, and real estate services","Waikato","Dec-10",17828200,
"Total earnings","Rental, hiring, and real estate services","Northland","Dec-10",7415200,
"Total earnings","Rental, hiring, and real estate services","Auckland","Dec-10",128832200,
"Total earnings","Rental, hiring, and real estate services","Canterbury","Dec-10",37122900,
"Total earnings","Rental, hiring, and real estate services","Canterbury","Sep-10",36676900,
"Total earnings","Rental, hiring, and real estate services","Auckland","Sep-10",125627700,
"Total earnings","Rental, hiring, and real estate services","Northland","Sep-10",7172200,
"Total earnings","Rental, hiring, and real estate services","Waikato","Sep-10",17181200,
"Total earnings","Rental, hiring, and real estate services","Bay of Plenty","Sep-10",12977400,
"Total earnings","Rental, hiring, and real estate services","Hawke's Bay","Sep-10",9302000,
"Total earnings","Rental, hiring, and real estate services","Gisborne","Sep-10",1251300,
"Total earnings","Financial and insurance services","Hawke's Bay","Sep-10",15365000,
"Total earnings","Financial and insurance services","Manawatu-Wanganui","Sep-10",21589100,
"Total earnings","Financial and insurance services","Wellington","Sep-10",216652400,
"Total earnings","Financial and insurance services","Canterbury","Sep-10",93172300,
"Total earnings","Financial and insurance services","Taranaki","Sep-10",10169100,
"Total earnings","Financial and insurance services","Gisborne","Sep-10",3178100,
"Total earnings","Financial and insurance services","Tasman, Nelson, Marlborough, West Coast","Sep-10",15379600,
"Total earnings","Financial and insurance services","Otago","Sep-10",24651600,
"Total earnings","Financial and insurance services","Southland","Sep-10",11500000,
"Total earnings","Financial and insurance services","Northland","Sep-10",14217900,
"Total earnings","Financial and insurance services","Auckland","Sep-10",516779500,
"Total earnings","Financial and insurance services","Waikato","Sep-10",41478900,
"Total earnings","Financial and insurance services","Bay of Plenty","Sep-10",26779200,
"Total earnings","Transport, storage, information media, and telecommunications","Tasman, Nelson, Marlborough, West Coast","Sep-10",47405800,
"Total earnings","Transport, storage, information media, and telecommunications","Hawke's Bay","Sep-10",28556300,
"Total earnings","Transport, storage, information media, and telecommunications","Otago","Sep-10",51614200,
"Total earnings","Transport, storage, information media, and telecommunications","Canterbury","Sep-10",213465400,
"Total earnings","Transport, storage, information media, and telecommunications","Southland","Sep-10",27082700,
"Total earnings","Transport, storage, information media, and telecommunications","Taranaki","Sep-10",33602900,
"Total earnings","Transport, storage, information media, and telecommunications","Manawatu-Wanganui","Sep-10",47332900,
"Total earnings","Transport, storage, information media, and telecommunications","Wellington","Sep-10",251029500,
"Total earnings","Transport, storage, information media, and telecommunications","Bay of Plenty","Sep-10",68223800,
"Total earnings","Transport, storage, information media, and telecommunications","Northland","Sep-10",27122800,
